alp_cov_no,Insurer,Brand,Policy_no,Product_code,Policy_StartDate,Business_Class,Policy_Issued,Identity_no,Plan_Type,Relationship,DateofBirth,Sex,Smoker,Policy_Status,Risk_Status,Risk_Sequence,Risk_Type,Risk_StartDate,Risk_StatusDate,Loading_Net,PremiumLoad_Dollar,PremiumLoad_Duration,Customer_discount,SumInsured,SumReinsured,AnnualPremium,PremiumFrequency,FrequencyPremium,PaymentMethod,ClaimIndicator,AgeAtEntry,OccupationCode,Exclusion_Indicator,StaffDiscount,CPI_Flag,Termination_Date,Termination_Code,Policy_Count,Sort_Seq,AsAtDate,Id_Count,JointLife,Premium_PercentCode,MPL_commission,Waiting_period,Benefit_period,CommissionSplitVersion,Policy_AcceptanceDate,dtmOriginalBenefitStart,Validation_Key,Calculated_Age
20000067-TRA,ABC ltd,Z,510255473,MTL,4/17/2012,O,Y,20000067,S,MAIN,6/12/1975,M,Y,1,1,1,TRA,4/17/2025,4/7/2025,0,0,0,0.0,1775101,"1,775,101","86,943",M,7181.74,,,37,,N,,Y,,,,10,12/31/2025,1.0,N,MTL_TRA_1,1505.08,0,0,1.0,4/5/2012,4/17/2012,20000067-TRA,37.33
20000068-TPD,ABC ltd,Z,510857837,WLI,2/26/2013,O,Y,20000068,S,MAIN,6/1/1968,F,N,1,1,1,TPD,2/26/2025,11/2/2025,0,0,0,0.0,2904405,"2,904,405","54,446",M,4615.38,,,45,,N,,Y,,,1.0,10,12/31/2025,1.0,N,WLI_TPD_1,987.33,0,0,1.0,2/21/2013,2/26/2013,20000068-TPD,45.52
20000069-DTH,ABC ltd,Y,510250253,MTL,12/5/2014,O,Y,20000069,S,MAIN,8/12/1963,F,Y,6,1,1,DTH,12/5/2025,3/21/2026,25,0,0,0.1,1606670,"1,606,670","31,379",F,1188.41,DD,,51,,Y,,Y,2/15/2025,P,1.0,10,12/31/2025,,N,MTL_DTH_1,228.7,0,0,1.0,11/24/2014,12/5/2014,20000069-DTH,51.25
20000070-TRA,ABC ltd,Y,510410124,MTL,6/10/2012,O,Y,20000070,S,MAIN,3/27/1979,M,N,1,1,1,TRA,6/10/2025,4/13/2026,50,0,0,0.1,1948382,"1,948,382","61,837",F,2336.83,CC,,33,,Y,,Y,,,1.0,10,12/31/2025,,N,MTL_TRA_1,388.27,0,0,1.0,5/30/2012,6/10/2012,20000070-TRA,33.62
20000071-TRA,ABC ltd,Y,510921974,MTL,1/18/2011,O,Y,20000071,S,MAIN,3/5/1975,F,N,6,1,1,TRA,1/18/2025,2/12/2025,0,0,0,0.0,1553412,"1,553,412","69,624",M,5853.81,DD,,36,,N,N,Y,3/25/2025,L,1.0,10,12/31/2025,1.0,N,MTL_TRA_1,1283.67,0,0,1.0,1/7/2011,1/18/2011,20000071-TRA,36.75
20000072-TPD,ABC ltd,Y,510881665,WLI,12/20/2014,O,Y,20000072,S,MAIN,1/11/1976,M,N,1,1,1,TPD,12/20/2025,4/29/2026,0,0,0,0.1,2811368,"2,811,368","38,213",M,3247.56,DD,,39,,N,,Y,,,1.0,10,12/31/2025,,N,WLI_TPD_1,536.38,0,0,1.0,12/9/2014,12/20/2014,20000072-TPD,39.56
20000073-DTH,ABC ltd,Y,510693846,MTL,8/25/2008,O,Y,20000073,S,MAIN,11/22/1938,F,N,1,1,1,DTH,8/25/2025,11/12/2025,0,0,0,0.1,1108430,"1,108,430","25,811",M,2155.95,DD,,70,,N,,Y,,,1.0,10,12/31/2025,1.0,N,MTL_DTH_1,438.15,0,0,1.0,8/15/2008,8/25/2008,20000073-DTH,70.49
20000074-TPD,ABC ltd,Y,510709764,WLI,5/14/2012,O,Y,20000074,S,MAIN,4/4/1960,F,N,1,1,1,TPD,5/14/2025,10/5/2025,0,0,0,0.0,989801,"989,801","13,776",M,1180.27,DD,,52,,N,,Y,,,,10,12/31/2025,1.0,N,WLI_TPD_1,189.79,0,0,1.0,5/14/2012,5/14/2012,20000074-TPD,52.34
20000075-TPD,ABC ltd,Z,510756336,MTL,11/26/2009,O,Y,20000075,S,MAIN,11/26/1992,M,N,1,1,1,TPD,11/26/2025,12/2/2025,0,0,0,0.1,2883578,"2,883,578","58,494",M,4846.93,DD,,17,,Y,,Y,,,1.0,10,12/31/2025,,N,MTL_TPD_1,796.21,0,0,1.0,11/12/2009,11/26/2009,20000075-TPD,17.94
20000076-CCP,ABC ltd,Y,510547735,WLI,4/2/2015,O,Y,20000076,S,MAIN,5/15/1964,M,Y,1,1,1,CCP,4/2/2025,10/29/2025,0,0,0,0.0,2337056,"2,337,056","7,515",F,289.16,CC,,51,,N,,Y,,,1.0,10,12/31/2025,1.0,N,WLI_CCP_0,58.74,0,0,1.0,4/1/2015,4/2/2015,20000076-CCP,51.64
20000077-DTH,ABC ltd,Y,510012005,MTL,10/1/2007,O,Y,20000077,S,MAIN,1/24/1975,F,N,3,1,1,DTH,10/1/2025,7/28/2026,0,0,0,0.1,2110627,"2,110,627","46,261",M,3863.34,DD,Y,33,,N,N,Y,8/25/2025,P,1.0,10,12/31/2025,,N,MTL_DTH_1,775.52,0,0,1.0,9/23/2007,10/1/2007,20000077-DTH,33.48
20000078-DTH,ABC ltd,Y,510864902,MTL,6/20/2009,O,Y,20000078,S,MAIN,7/24/1949,F,N,1,1,1,DTH,6/20/2025,4/28/2025,0,0,0,0.1,563429,"563,429","12,729",F,498.8,CC,,60,,N,,Y,,,1.0,10,12/31/2025,,N,MTL_DTH_1,89.27,0,0,,6/17/2009,6/20/2009,20000078-DTH,60.23
20000079-CCP,ABC ltd,Y,510615121,WLI,7/1/2007,O,Y,20000079,S,MAIN,4/3/1981,F,Y,3,3,1,CCP,7/1/2025,3/22/2026,0,0,0,0.1,1312873,"1,312,873","5,735",F,222.23,DD,,26,,N,,Y,1/17/2025,L,1.0,10,12/31/2025,1.0,N,WLI_CCP_0,46.54,0,0,1.0,6/18/2007,7/1/2007,20000079-CCP,26.71
20000080-DTH,ABC ltd,Y,510451430,WLI,8/26/2008,O,Y,20000080,S,MAIN,8/21/1972,F,N,1,1,1,DTH,8/26/2025,5/5/2026,100,0,0,0.1,809024,"809,024","21,416",M,1824.98,DD,,36,,N,,Y,,,1.0,10,12/31/2025,1.0,N,WLI_DTH_1,317.15,0,0,1.0,8/25/2008,8/26/2008,20000080-DTH,36.31
20000081-DTH,ABC ltd,Y,510651143,MTL,6/22/2007,O,Y,20000081,S,MAIN,3/6/1979,F,N,1,1,1,DTH,6/22/2025,8/7/2025,0,0,0,0.1,1231582,"1,231,582","33,168",M,2728.29,DD,,28,,N,,Y,,,1.0,10,12/31/2025,1.0,N,MTL_DTH_1,462.65,0,0,1.0,6/18/2007,6/22/2007,20000081-DTH,28.15
20000082-DTH,ABC ltd,Y,510247874,WLI,10/22/2009,O,Y,20000082,S,MAIN,2/18/1966,M,N,1,1,1,DTH,10/22/2025,1/30/2026,0,0,0,0.1,1479928,"1,479,928","32,089",M,2689.48,DD,,44,,Y,Y,Y,,,1.0,10,12/31/2025,,N,WLI_DTH_1,551.69,0,0,,10/11/2009,10/22/2009,20000082-DTH,44.09
20000083-DTH,ABC ltd,Y,510453054,WLI,12/6/2007,O,Y,20000083,S,MAIN,4/2/1985,F,N,1,1,1,DTH,12/6/2025,11/9/2025,0,0,0,0.1,3268919,"3,268,919","55,016",M,4717.17,DD,,23,,N,,Y,,,1.0,10,12/31/2025,,N,WLI_DTH_1,1014.7,0,0,1.0,11/23/2007,12/6/2007,20000083-DTH,23.82
20000084-DTH,ABC ltd,Y,510304161,WLI,4/15/2009,O,Y,20000084,S,MAIN,1/7/1965,M,N,1,1,1,DTH,4/15/2025,4/5/2026,0,0,0,0.1,1295919,"1,295,919","21,285",M,1773.03,DD,,44,,N,,Y,,,,10,12/31/2025,1.0,N,WLI_DTH_1,310.8,0,0,1.0,4/5/2009,4/15/2009,20000084-DTH,44.86
20000085-DTH,ABC ltd,Z,510348327,WLI,3/19/2015,O,Y,20000085,S,MAIN,1/19/1958,M,N,6,1,1,DTH,3/19/2025,6/13/2025,0,0,0,0.35,2342778,"2,342,778","65,279",F,2549.69,CC,,57,,N,N,Y,2/14/2025,C,1.0,10,12/31/2025,1.0,N,WLI_DTH_1,429.67,0,0,1.0,3/19/2015,3/19/2015,20000085-DTH,57.3
20000086-DTH,ABC ltd,Y,510479446,MTL,5/27/2010,O,Y,20000086,S,MAIN,7/5/1969,M,N,6,1,1,DTH,5/27/2025,8/20/2025,0,0,0,0.1,2126810,"2,126,810","24,359",M,2066.12,,,41,,N,,Y,4/2/2025,C,1.0,10,12/31/2025,1.0,N,MTL_DTH_1,420.83,0,0,,5/14/2010,5/27/2010,20000086-DTH,41.13
20000087-CCP,ABC ltd,Y,510049227,WLI,2/1/2013,O,Y,20000087,S,MAIN,12/23/1980,M,N,1,1,1,CCP,2/1/2025,10/26/2025,0,0,0,0.1,1282734,"1,282,734","4,483",F,169.82,DD,,32,,N,,Y,,,1.0,10,12/31/2025,1.0,N,WLI_CCP_0,36.1,0,0,1.0,1/19/2013,2/1/2013,20000087-CCP,32.43
20000088-DTH,ABC ltd,Z,510824087,MTL,7/15/2012,O,Y,20000088,S,MAIN,8/6/1942,F,N,1,1,1,DTH,7/15/2025,12/7/2025,0,0,0,0.0,1794146,"1,794,146","51,054",F,2019.34,,,70,,N,,Y,,,1.0,10,12/31/2025,1.0,N,MTL_DTH_1,319.18,0,0,1.0,7/10/2012,7/15/2012,20000088-DTH,70.78
20000089-DTH,ABC ltd,Z,510257933,WLI,5/4/2011,O,Y,20000089,S,MAIN,5/29/1960,F,N,1,1,1,DTH,5/4/2025,4/7/2026,0,0,0,0.0,1923202,"1,923,202","27,593",M,2320.99,CC,,51,,Y,,Y,,,1.0,10,12/31/2025,,N,WLI_DTH_1,362.41,0,0,,4/27/2011,5/4/2011,20000089-DTH,51.33
20000090-DTH,ABC ltd,Y,510705566,WLI,11/24/2011,O,Y,20000090,S,MAIN,1/23/1986,M,N,1,1,1,DTH,11/24/2025,4/15/2026,100,0,0,0.1,2247635,"2,247,635","26,291",F,1008.11,CC,,26,,N,N,Y,,,1.0,10,12/31/2025,1.0,N,WLI_DTH_1,189.12,0,0,1.0,11/16/2011,11/24/2011,20000090-DTH,26.4
20000091-DTH,ABC ltd,Y,510059659,MTL,3/10/2009,O,Y,20000091,S,MAIN,1/24/1970,F,N,6,1,1,DTH,3/10/2025,8/23/2025,0,0,0,0.1,1542424,"1,542,424","27,485",F,1087.04,CC,,39,,Y,,Y,11/22/2025,C,1.0,10,12/31/2025,1.0,N,MTL_DTH_1,172.69,0,0,1.0,2/26/2009,3/10/2009,20000091-DTH,39.62
20000092-TPD,ABC ltd,Z,510275822,WLI,1/1/2013,O,Y,20000092,S,MAIN,4/9/1986,M,N,1,1,1,TPD,1/1/2025,6/26/2025,-50,0,0,0.1,2337853,"2,337,853","43,344",F,1668.76,DD,,27,,N,,Y,,,1.0,10,12/31/2025,1.0,N,WLI_TPD_1,333.04,0,0,1.0,12/28/2012,1/1/2013,20000092-TPD,27.09
20000093-TRA,ABC ltd,Y,510004017,MTL,12/26/2007,O,Y,20000093,S,MAIN,2/9/1951,F,N,1,1,1,TRA,12/26/2025,9/13/2026,0,0,0,0.1,2464423,"2,464,423","85,171",M,7070.84,CC,,57,,Y,Y,Y,,,1.0,10,12/31/2025,1.0,N,MTL_TRA_1,1202.91,0,0,1.0,12/24/2007,12/26/2007,20000093-TRA,57.88
20000094-DTH,ABC ltd,Y,510653772,WLI,4/11/2009,O,Y,20000094,S,MAIN,12/17/1955,M,N,3,1,1,DTH,4/11/2025,6/30/2025,0,0,0,0.1,4797199,"4,797,199","102,302",M,8602.08,DD,,53,,N,,Y,3/9/2025,P,1.0,10,12/31/2025,1.0,N,WLI_DTH_1,1331.94,0,0,1.0,4/10/2009,4/11/2009,20000094-DTH,53.11
20000095-ADB,ABC ltd,Y,510099156,MAP,11/2/2014,O,Y,20000095,S,MAIN,10/23/1976,F,N,1,1,1,ADB,11/2/2025,8/31/2026,150,0,0,0.0,372006,"372,006","1,086",M,92.29,CC,,38,,N,Y,Y,,,1.0,10,12/31/2025,1.0,N,MAP_F_1,18.27,0,0,1.0,10/20/2014,11/2/2014,20000095-ADB,38.52
20000096-DTH,ABC ltd,Y,510872231,MTL,5/2/2014,O,Y,20000096,S,MAIN,7/26/1972,M,N,1,1,1,DTH,5/2/2025,2/8/2026,0,0,0,0.0,3815583,"3,815,583","51,159",F,2011.7,DD,,42,,N,,Y,,,1.0,10,12/31/2025,1.0,N,MTL_DTH_1,311.87,0,0,1.0,4/24/2014,5/2/2014,20000096-DTH,42.59
20000097-CCP,ABC ltd,Y,510596848,WLI,2/11/2011,O,Y,20000097,S,MAIN,1/29/1978,M,N,1,1,1,CCP,2/11/2025,8/30/2025,0,0,0,0.1,2250000,"1,800,000","9,401",F,368.91,DD,,33,,Y,,Y,,,1.0,10,12/31/2025,1.0,N,WLI_CCP_0,69.22,0,0,1.0,1/28/2011,2/11/2011,20000097-CCP,33.11
20000098-CCP,ABC ltd,Y,510191352,WLI,10/23/2013,O,Y,20000098,S,MAIN,1/29/1976,F,N,3,3,1,CCP,10/23/2025,10/28/2025,0,0,0,0.1,444431,"444,431",870,F,33.85,CC,,38,,N,,Y,11/25/2025,L,,10,12/31/2025,1.0,N,WLI_CCP_0,6.87,0,0,1.0,10/14/2013,10/23/2013,20000098-CCP,38.54
20000099-TPD,ABC ltd,Y,510657675,WLI,7/21/2014,O,Y,20000099,S,MAIN,7/2/1975,F,N,1,1,1,TPD,7/21/2025,10/15/2025,0,0,0,0.1,2914601,"2,914,601","46,002",F,1789.19,CC,,39,,N,,Y,,,1.0,10,12/31/2025,,N,WLI_TPD_1,296.15,0,0,1.0,7/7/2014,7/21/2014,20000099-TPD,39.35
20000100-DTH,ABC ltd,Y,510801603,WLI,4/10/2014,O,Y,20000100,S,MAIN,5/21/1976,F,N,1,1,1,DTH,4/10/2025,3/2/2025,0,0,0,0.1,1797044,"1,797,044","26,011",M,2226.56,CC,,38,,N,,Y,,,,10,12/31/2025,1.0,N,WLI_DTH_1,428.85,0,0,1.0,3/29/2014,4/10/2014,20000100-DTH,38.88
