PolicyNumber,Premium,SumAssured,EscalationRate,EscalationCode,IssueAge,CurrentAge,BenefitEndAge,Gender,SmokerStatus,LivesType,PremiumEscalation,PremiumType,ContractType,BenefitType,ProductType,PolicyStatus,Duration,Commission,SubstandardPremium,STC,Currency
POL00181,1403.31,86675,0.022,,46,52,61,Female,Smoker,Joint,,Increasing,Long Term,Main,Other,New,13,0.147,75.81,Error,GBP
POL00182,3808.08,204796,0.043,B,23,50,69,Other,Smoker,Joint,,Increasing,Long Term,Main,Term,Terminated,23,0.113,436.05,Special,INR
POL00183,4278.58,420652,0.034,B,21,65,63,Male,Non-Smoker,Joint,Yes,Increasing,Short Term,,Other,Unknown,-1,0.11,351.18,Special,GBP
POL00184,4804.75,93593,0.041,D,36,47,62,Male,Unknown,Single,Yes,Level,Short Term,Rider,Whole Life,Continuing,1,0.143,184.87,Special,EUR
POL00185,2379.93,340139,0.033,D,42,64,72,Unknown,Smoker,Single,Yes,Mixed,Long Term,,Term,Continuing,3,0.109,109.6,Special,GBP
POL00186,1426.11,380323,0.006,A,52,31,79,Female,Unknown,,,Mixed,Long Term,Rider,Endowment,Terminated,14,0.137,379.42,Error,INR
POL00187,1167.6,340755,0.021,C,51,55,64,Male,Unknown,Joint,,Level,Short Term,Rider,Term,Continuing,21,0.094,210.64,Error,EUR
POL00188,1211.89,84222,0.031,,29,59,60,,Smoker,,Yes,Increasing,Undefined,,Endowment,Terminated,17,0.105,233.58,Error,INR
POL00189,2004.34,398309,0.022,B,20,52,68,Other,Unknown,Joint,No,Mixed,Short Term,,ULIP,Unknown,4,0.052,252.28,Special,USD
POL00190,3260.5,218665,0.017,A,51,61,60,,Smoker,Single,Yes,Mixed,Long Term,Main,Term,Terminated,21,0.077,56.48,Standard,INR
POL00191,4612.38,229851,0.004,,53,29,68,Female,Unknown,Joint,,Level,Long Term,Main,ULIP,New,11,0.09,439.08,Error,GBP
POL00192,3701.76,376579,0.05,C,54,37,71,Unknown,Unknown,Single,,Mixed,Short Term,,Endowment,Unknown,19,0.088,48.58,Standard,GBP
POL00193,2089.04,139119,0.006,A,38,22,67,Other,Non-Smoker,Single,Yes,Increasing,Long Term,Main,Term,Continuing,25,0.075,470.52,Standard,GBP
POL00194,2388.24,157026,0.005,C,42,23,67,Female,Smoker,,No,Level,Long Term,,ULIP,Unknown,2,0.12,275.08,Special,INR
POL00195,3469.92,294769,0.036,C,55,41,72,Male,Unknown,,Yes,Level,Undefined,Main,Whole Life,Unknown,15,0.12,221.2,Standard,EUR
POL00196,1822.26,438340,0,B,27,38,62,Other,Unknown,Joint,,Increasing,Long Term,,Other,Continuing,14,0.115,487.1,Standard,INR
POL00197,3988.61,184216,0.016,C,59,55,72,Unknown,Non-Smoker,Joint,No,Level,Undefined,,Term,New,12,0.075,45.04,Standard,EUR
POL00198,3579.3,71893,0.029,C,29,60,63,Male,Unknown,,No,Level,Undefined,,Endowment,New,10,0.138,77.38,Special,INR
POL00199,1058.29,77940,0.02,B,60,36,68,Female,Unknown,Joint,Yes,Increasing,Short Term,,Other,Continuing,13,0.074,57,Special,USD
POL00200,4130.44,51368,0.032,A,21,65,69,Unknown,Unknown,Single,Yes,Increasing,Short Term,,Whole Life,Terminated,30,0.062,459.31,Standard,INR
POL00201,1070,454323,0.041,A,31,51,62,Male,Unknown,Single,No,Level,Long Term,,ULIP,New,21,0.059,159.39,Special,USD
POL00202,1984.04,482957,0.03,C,20,29,66,Male,Smoker,Single,,Increasing,Short Term,Rider,Whole Life,Unknown,5,0.132,203.3,Standard,GBP
POL00203,2837.93,141823,0.006,D,36,999,62,Unknown,Non-Smoker,Single,Yes,Increasing,Short Term,Main,Whole Life,Terminated,6,0.062,295.09,Special,USD
POL00204,1605.01,393540,0.006,D,60,23,61,,Smoker,Joint,No,Increasing,Undefined,Rider,Endowment,New,20,0.065,109.85,Special,EUR
POL00205,2331.74,127784,0.012,,44,58,62,Female,Unknown,Single,,Increasing,Short Term,Rider,Term,Terminated,23,0.118,383.15,Standard,GBP
POL00206,3894.69,483184,0.013,C,45,51,62,Other,Smoker,,No,Level,Short Term,Rider,Whole Life,Continuing,15,0.118,400.13,Error,INR
POL00207,4882.63,190310,0.039,C,20,30,71,Female,Smoker,Joint,,Increasing,Undefined,Main,ULIP,Continuing,3,0.055,28.45,Special,EUR
POL00208,1990.68,346180,0.026,,41,38,72,,Unknown,Joint,No,Level,Short Term,Rider,Endowment,New,23,0.142,8.19,Standard,EUR
POL00209,1093.03,308619,0.004,C,45,24,68,Female,Unknown,Joint,No,Level,Short Term,Main,ULIP,New,14,0.12,219.18,Error,GBP
POL00210,3278.73,274338,0.011,A,24,44,64,Unknown,Unknown,Joint,No,Increasing,Short Term,,Whole Life,New,7,0.101,245.83,Standard,USD
POL00211,4784.58,485466,0.005,B,60,63,,Male,Smoker,,No,Mixed,Long Term,Main,Other,Continuing,30,0.121,92.29,Error,GBP
POL00212,3622.41,337411,0.028,C,50,53,72,Female,Non-Smoker,,,Increasing,Undefined,Main,Term,Unknown,21,0.059,270.27,Special,EUR
POL00213,2904.55,137548,0.014,,56,28,75,Other,Smoker,Joint,No,Increasing,Undefined,Main,Whole Life,New,-1,0.142,153.27,Special,EUR
POL00214,3756.62,161570,0.009,D,51,45,70,Other,Unknown,,No,Level,Short Term,,Other,New,24,0.111,148.62,Error,GBP
POL00215,1159.7,75275,0.008,,36,32,69,Unknown,Non-Smoker,Joint,,Level,Long Term,Main,Term,Terminated,23,0.083,38.86,Error,GBP
POL00216,2292.74,461771,0.023,D,43,30,61,,Non-Smoker,Single,,Increasing,Long Term,Main,Other,New,3,0.055,192.63,Special,INR
POL00217,4264.23,253271,0.036,,26,26,72,Female,Non-Smoker,Joint,Yes,Increasing,Long Term,Rider,Endowment,Terminated,25,0.141,176.39,Standard,EUR
POL00218,2823.62,190618,0.026,C,20,999,63,Female,Non-Smoker,Joint,,Mixed,Short Term,Main,Other,Terminated,12,0.136,178.48,Standard,INR
POL00219,4865.01,264484,0.026,,21,49,72,Unknown,Unknown,,Yes,Mixed,Undefined,Main,ULIP,Unknown,14,0.108,353.21,Error,USD
POL00220,2107.99,216902,0.009,D,25,23,69,Male,Non-Smoker,,,Mixed,Short Term,Rider,ULIP,Continuing,10,0.148,381.13,Standard,INR
POL00221,1088.51,332179,0.033,C,26,46,67,Male,Smoker,Single,Yes,Increasing,Undefined,,Endowment,Continuing,29,0.108,290.78,Standard,INR
POL00222,1308.15,141887,0.035,C,26,56,68,Unknown,Unknown,Single,,Level,Undefined,Main,Whole Life,Unknown,-1,0.081,87.75,Error,GBP
POL00223,1160.78,297444,0.033,A,35,48,72,Male,Non-Smoker,,,Mixed,Undefined,Rider,Other,New,9,0.086,322.39,Error,GBP
POL00224,2144.21,343411,0.007,B,30,21,63,Unknown,Non-Smoker,Joint,No,Increasing,Short Term,Rider,Endowment,New,14,0.109,265.19,Error,GBP
POL00225,1584.53,377915,0.028,A,52,53,72,,Smoker,Joint,,Mixed,Undefined,Main,Other,Continuing,29,0.129,132.01,Error,INR
POL00226,4291.29,97681,0.046,B,40,42,70,Female,Non-Smoker,,No,Increasing,Undefined,,Whole Life,New,18,0.148,153.33,Error,EUR
POL00227,4539.18,290290,0.042,D,29,52,63,Other,Smoker,Joint,,Level,Long Term,Rider,Other,Terminated,22,0.103,134.64,Standard,EUR
POL00228,3385.92,242734,0.05,,49,63,63,Female,Unknown,Joint,,Mixed,Undefined,,Term,Terminated,27,0.15,91.58,Standard,GBP
POL00229,1305.78,419272,0.046,B,39,40,62,,Non-Smoker,Joint,No,Level,Long Term,Rider,Other,Terminated,7,0.051,231.71,Special,INR
POL00230,2577.21,54368,0.047,,53,999,75,Unknown,Non-Smoker,,Yes,Level,Undefined,Main,Endowment,Continuing,25,0.091,366.26,Error,GBP
POL00231,2002.79,321232,0.037,B,21,33,63,Male,Unknown,,Yes,Increasing,Undefined,Main,ULIP,Continuing,14,0.143,285.81,Special,INR
POL00232,2852.47,319394,0.047,A,37,44,66,Female,Non-Smoker,Joint,Yes,Level,Long Term,Main,Term,New,-1,0.129,14.5,Special,GBP
POL00233,2365.87,323696,0.01,A,36,61,67,Male,Smoker,Joint,Yes,Mixed,Undefined,Rider,Term,Continuing,13,0.148,406.99,Error,USD
POL00234,4616.09,367515,0.009,,25,48,75,Male,Non-Smoker,Single,,Mixed,Long Term,Rider,Term,Unknown,17,0.134,329.41,Error,EUR
POL00235,1107.15,151905,0.001,C,27,41,80,Female,Unknown,Joint,,Mixed,Undefined,,ULIP,Terminated,4,0.059,347.95,Special,GBP
POL00236,4806.8,434940,0.021,,27,58,80,Male,Unknown,Joint,No,Level,Short Term,,Endowment,Unknown,26,0.085,99.65,Error,EUR
POL00237,4241.84,54303,0.01,C,54,27,65,Female,Smoker,Joint,,Mixed,Undefined,Rider,Other,Continuing,10,0.09,423.65,Error,USD
POL00238,3296.27,155379,0.001,,52,36,69,Unknown,Smoker,Joint,No,Level,Short Term,Main,ULIP,Unknown,1,0.115,123.38,Error,GBP
POL00239,3142.01,427422,0.023,C,39,61,75,Male,Non-Smoker,Joint,,Level,Long Term,Rider,Whole Life,Unknown,2,0.089,330.94,Error,INR
POL00240,2577.55,74117,0.038,,22,36,76,,Smoker,,Yes,Level,Long Term,Main,Other,Unknown,19,0.145,400.34,Error,EUR
POL00241,2994.93,422638,0.031,D,32,64,76,Female,Non-Smoker,Joint,No,Mixed,Undefined,,Term,New,22,0.069,165.72,Special,GBP
POL00242,4721.42,478830,0.006,D,24,39,65,,Smoker,Joint,No,Increasing,Long Term,Main,Other,New,7,0.096,13.88,Special,EUR
POL00243,2919.88,323515,0.011,A,56,51,75,Female,Smoker,Single,,Increasing,Undefined,Rider,ULIP,Unknown,23,0.056,183.76,Special,INR
POL00244,2253.19,68193,0.025,,32,48,64,Unknown,Smoker,Joint,No,Increasing,Long Term,,Endowment,Terminated,15,0.115,120.48,Error,GBP
POL00245,4680.28,326322,0.02,A,32,41,73,Male,Unknown,,Yes,Level,Short Term,Main,Other,Terminated,16,0.088,474.55,Standard,INR
POL00246,3226.12,474057,0.027,D,29,63,69,Unknown,Non-Smoker,Single,,Level,Short Term,Main,ULIP,Terminated,9,0.066,68.59,Special,USD
POL00247,1464.36,246982,0.007,,56,45,73,Unknown,Non-Smoker,Single,,Increasing,Short Term,Rider,Whole Life,New,8,0.057,204.92,Special,EUR
POL00248,1985.38,113911,0.043,A,54,59,80,,Non-Smoker,,,Level,Undefined,Main,ULIP,Terminated,3,0.118,227.1,Error,INR
POL00249,4733.53,230393,0.008,D,56,22,74,Unknown,Non-Smoker,Joint,Yes,Mixed,Undefined,Main,Term,New,29,0.143,325.49,Error,INR
POL00250,1623.86,360734,0.049,C,48,39,60,Female,Smoker,,,Level,Short Term,Main,Term,Continuing,4,0.148,127.41,Error,GBP
POL00251,4427.96,260992,0.023,,53,58,61,Male,Unknown,,No,Increasing,Short Term,,Other,Continuing,1,0.058,28.03,Error,GBP
POL00252,1525.19,288771,0.04,,48,58,79,Female,Unknown,,,Increasing,Undefined,Rider,Whole Life,Continuing,28,0.095,329.75,Special,USD
POL00253,2281.49,159474,0.022,C,31,64,60,,Unknown,Single,No,Increasing,Short Term,Main,Term,Unknown,8,0.076,213.43,Standard,USD
POL00254,4024.96,255452,0.028,,31,35,61,Male,Non-Smoker,Joint,Yes,Mixed,Undefined,Main,Term,Terminated,13,0.135,76.46,Special,INR
POL00255,3885.72,405286,0.006,B,26,26,78,Female,Smoker,Single,No,Increasing,Undefined,,Other,Terminated,10,0.099,16.66,Standard,EUR
POL00256,3751.44,136133,0.015,A,29,26,79,Unknown,Unknown,Single,Yes,Increasing,Undefined,,ULIP,Unknown,24,0.059,395.54,Error,EUR
POL00257,3407.7,240222,0.039,A,57,58,71,,Non-Smoker,Joint,No,Mixed,Undefined,,Endowment,Terminated,6,0.143,274.51,Special,USD
POL00258,1807.74,164975,0.025,B,23,32,66,Unknown,Smoker,Joint,No,Level,Undefined,Rider,Term,Unknown,24,0.082,263.51,Standard,EUR
POL00259,2997.92,480675,0.019,D,49,58,63,Female,Unknown,,,Mixed,Undefined,,Other,New,3,0.069,34.83,Special,INR
POL00260,1974.37,160242,0.049,A,30,54,65,Unknown,Unknown,Joint,Yes,Level,Short Term,,Other,Unknown,24,0.098,338.11,Standard,EUR
POL00261,3711.02,93637,0.021,B,52,42,78,Female,Unknown,Joint,No,Increasing,Long Term,Rider,Endowment,Unknown,23,0.068,355.25,Special,USD
POL00262,3871.56,378218,0.013,,,61,63,,Unknown,Single,No,Increasing,Undefined,,Whole Life,New,8,0.064,470.09,Error,INR
POL00263,3433.98,263348,0.002,B,47,22,62,Other,Unknown,,Yes,Increasing,Undefined,Main,Endowment,Unknown,29,0.09,132.1,Error,INR
POL00264,2533.47,357062,0.026,D,51,22,74,Other,Smoker,Single,Yes,Increasing,Long Term,Main,Endowment,Continuing,12,0.08,422.38,Error,GBP
POL00265,1178.89,220554,0.009,D,53,32,73,Male,Unknown,,Yes,Mixed,Short Term,Rider,Endowment,Terminated,21,0.135,337.7,Error,EUR
POL00266,2521.54,210883,0.017,C,21,40,60,Female,Unknown,Joint,,Mixed,Undefined,,Other,Terminated,22,0.126,242.96,Standard,EUR
POL00267,4282.63,177703,0.009,B,24,57,65,Male,Non-Smoker,Joint,,Mixed,Long Term,Rider,Endowment,Continuing,-1,0.065,33.46,Error,GBP
POL00268,3972.99,319913,0.004,D,55,65,66,,Smoker,Joint,Yes,Mixed,Short Term,,Other,Continuing,21,0.13,158.74,Special,INR
POL00269,4743.76,363168,0.015,B,44,26,79,Other,Non-Smoker,Single,No,Increasing,Long Term,Main,Other,Continuing,22,0.102,301.55,Error,GBP
POL00270,3092.39,351878,0.05,A,29,42,71,Female,Unknown,Single,Yes,Increasing,Short Term,Main,Other,New,18,0.071,378.25,Special,GBP
POL00271,4773.14,386381,0.039,D,30,47,62,Female,Smoker,Joint,,Level,Long Term,,Endowment,Terminated,23,0.071,40.22,Standard,INR
POL00272,3944.12,218317,0.005,D,40,58,69,Unknown,Unknown,,Yes,Mixed,Undefined,,ULIP,New,18,0.061,101.87,Special,USD
POL00273,4485.71,181513,0.006,,54,31,72,Male,Smoker,,Yes,Increasing,Undefined,Main,Term,New,6,0.098,331.19,Standard,INR
POL00274,1303.56,205320,0.043,D,57,30,72,,Smoker,Single,No,Increasing,Long Term,Main,ULIP,Terminated,19,0.136,214.68,Special,INR
POL00275,3119.4,138400,0.029,B,22,61,,,Unknown,Single,,Increasing,Undefined,Rider,Other,New,16,0.102,324.3,Special,EUR
POL00276,3466.17,460984,0.028,A,48,37,66,Unknown,Non-Smoker,Single,No,Level,Long Term,,Other,Unknown,-1,0.128,456.65,Error,INR
POL00277,2604.99,96973,0.047,,38,61,77,Male,Smoker,,Yes,Mixed,Short Term,Rider,Endowment,Continuing,26,0.103,327.77,Error,EUR
POL00278,3567.71,56259,0.016,D,46,39,65,Unknown,Non-Smoker,,No,Increasing,Long Term,,ULIP,Unknown,-1,0.125,462.27,Special,GBP
POL00279,3540.72,417062,0.013,C,37,51,72,,Non-Smoker,Joint,Yes,Increasing,Short Term,Main,Endowment,Unknown,1,0.138,192.83,Error,INR
POL00280,3931.68,314978,0.024,A,51,47,77,Other,Smoker,Joint,No,Mixed,Long Term,Rider,Term,Terminated,11,0.134,177.07,Standard,GBP
POL00281,2068.77,408023,0.019,A,60,30,79,,Non-Smoker,Joint,,Increasing,Long Term,Rider,Other,Terminated,13,0.117,484.34,Special,USD
POL00282,2551.09,479087,0.017,,20,48,75,Other,Unknown,Joint,Yes,Level,Short Term,Main,Term,Terminated,13,0.074,87.64,Standard,EUR
POL00283,2785.65,290588,0.038,D,46,29,80,Male,Unknown,,,Increasing,Undefined,Main,Endowment,Unknown,24,0.051,407.13,Standard,EUR
POL00284,4892.45,177165,0.038,C,41,50,62,Unknown,Unknown,Joint,Yes,Level,Long Term,Main,ULIP,Unknown,1,0.097,350.68,Standard,INR
POL00285,2951.58,447052,0.028,A,30,37,61,Unknown,Unknown,Single,No,Increasing,Short Term,Main,ULIP,Terminated,30,0.11,334.73,Special,USD
POL00286,4730.05,149362,0.027,D,27,27,66,Male,Smoker,Joint,Yes,Mixed,Undefined,Main,Endowment,Terminated,30,0.082,289.67,Standard,EUR
POL00287,3881.64,120837,0.026,C,46,27,78,Male,Non-Smoker,Joint,Yes,Increasing,Long Term,,ULIP,New,6,0.059,255.19,Error,INR
POL00288,2442.81,392047,0.005,,21,41,71,Female,Unknown,Joint,Yes,Increasing,Undefined,Rider,ULIP,Terminated,21,0.081,375.82,Error,EUR
POL00289,2334.34,374242,0.011,,26,22,71,Male,Unknown,Single,Yes,Increasing,Short Term,Main,Whole Life,Unknown,6,0.122,236.26,Standard,GBP
POL00290,2059.44,437465,0.017,B,40,65,68,,Unknown,Joint,Yes,Increasing,Undefined,,Term,New,7,0.061,125.69,Error,EUR
POL00291,2947.95,364082,0.024,C,54,32,73,Female,Smoker,,,Mixed,Long Term,,ULIP,Terminated,3,0.129,403.63,Error,EUR
POL00292,4489.71,155463,0.022,B,52,42,60,Female,Smoker,Single,,Mixed,Undefined,,Term,Terminated,22,0.099,44.96,Error,EUR
POL00293,2645.39,350617,0.019,C,22,24,72,Female,Unknown,,Yes,Mixed,Short Term,,Term,Continuing,2,0.133,42.81,Error,USD
POL00294,2329.31,435897,0.035,,37,63,68,Unknown,Non-Smoker,Single,No,Increasing,Short Term,Rider,Endowment,New,29,0.126,363.09,Standard,USD
POL00295,2094.41,492603,0.045,B,23,34,67,,Unknown,,No,Level,Short Term,Main,ULIP,Terminated,12,0.055,227.46,Standard,INR
POL00296,3444.82,117630,0.037,,50,43,67,Other,Non-Smoker,Single,No,Mixed,Short Term,Rider,ULIP,New,27,0.115,451.16,Error,GBP
POL00297,4001.35,305122,0.018,B,36,44,72,Other,Unknown,Joint,No,Increasing,Short Term,,ULIP,New,9,0.09,337.54,Error,INR
POL00298,2140.62,174136,0.046,D,47,65,66,,Unknown,Joint,No,Increasing,Long Term,,Endowment,Unknown,11,0.141,231.28,Special,USD
POL00299,4764.59,55378,0.031,C,32,30,80,Male,Unknown,Single,,Increasing,Short Term,,Whole Life,Terminated,25,0.136,208.03,Error,INR
POL00300,2644.29,389128,0.023,D,,61,60,Female,Non-Smoker,Joint,Yes,Mixed,Short Term,Rider,Term,Continuing,-1,0.105,256.5,Standard,USD
POL00301,3455.83,215990,0.018,D,45,22,70,,Smoker,Joint,No,Increasing,Short Term,Rider,Endowment,Continuing,26,0.099,201.02,Special,USD
POL00302,2487.5,389050,0.01,,20,33,73,Male,Smoker,Joint,,Level,Long Term,,Endowment,New,6,0.147,73.29,Error,EUR
POL00303,1893.08,100538,0.028,B,23,35,78,Female,Non-Smoker,Single,Yes,Increasing,Undefined,Main,Other,New,20,0.143,36.89,Standard,INR
POL00304,4454.32,359712,0.035,D,54,32,72,,Non-Smoker,Single,,Level,Short Term,Rider,Whole Life,Continuing,3,0.095,31.67,Special,USD
POL00305,2839.54,158984,0.006,,51,26,,Other,Unknown,Joint,No,Mixed,Undefined,,Whole Life,Terminated,14,0.144,425.5,Error,USD
POL00306,1225.26,124477,0.014,C,34,999,62,Other,Smoker,,,Increasing,Long Term,Rider,Other,Continuing,24,0.102,449.51,Error,INR
POL00307,2829.38,291829,0.013,C,46,34,77,Other,Non-Smoker,Joint,Yes,Increasing,Short Term,Rider,Other,Continuing,8,0.131,0.1,Error,GBP
POL00308,1430.17,423586,0.049,A,27,41,63,Other,Unknown,Joint,No,Level,Long Term,,Endowment,Continuing,19,0.137,316.18,Error,EUR
POL00309,1903.31,151990,0.038,A,24,58,61,,Non-Smoker,Joint,Yes,Increasing,Short Term,Main,Endowment,Terminated,12,0.129,231.25,Special,INR
POL00310,3538.08,339085,0.001,B,34,60,67,,Smoker,Joint,Yes,Mixed,Undefined,,Other,New,12,0.081,468.24,Error,USD
POL00311,1820.49,334708,0.019,A,42,40,68,Unknown,Smoker,,,Mixed,Long Term,Main,Other,Continuing,12,0.087,453.91,Special,EUR
POL00312,4283.36,478609,0.017,,39,57,77,Male,Smoker,Single,No,Mixed,Long Term,Main,Endowment,Terminated,27,0.085,244.3,Standard,INR
POL00313,2340.99,55379,0.005,,39,62,61,Unknown,Unknown,Single,Yes,Increasing,Short Term,,Other,Terminated,11,0.122,165.63,Standard,GBP
POL00314,3017.57,176285,0.008,,37,26,70,Other,Non-Smoker,Single,No,Mixed,Short Term,Rider,Whole Life,Continuing,22,0.116,293.74,Error,INR
POL00315,1212.17,458512,0.035,,23,35,75,,Unknown,Single,Yes,Increasing,Long Term,Rider,Term,Continuing,-1,0.121,120.44,Standard,EUR
POL00316,3452.55,487128,0.035,B,26,35,60,Male,Smoker,Single,No,Level,Short Term,Main,Endowment,Terminated,12,0.148,25.57,Error,EUR
POL00317,2030.37,401510,0.046,C,52,38,71,Other,Non-Smoker,Joint,Yes,Level,Undefined,Main,Term,Continuing,30,0.092,235.33,Special,INR
POL00318,4827.58,297039,0.002,,45,999,78,Male,Smoker,,,Increasing,Short Term,,Other,New,4,0.062,461.38,Standard,EUR
POL00319,1288.32,309573,0.029,C,58,39,75,,Smoker,,,Increasing,Long Term,Rider,Whole Life,New,30,0.076,269.5,Special,GBP
POL00320,3427.82,492307,0.024,D,54,22,70,Other,Unknown,,No,Level,Short Term,,Term,Continuing,19,0.061,80.78,Standard,GBP
POL00321,3981.91,309672,0.022,C,40,34,68,Female,Smoker,Joint,,Increasing,Short Term,,ULIP,Unknown,5,0.055,17.68,Special,INR
POL00322,4656,134090,0.021,D,59,30,63,Unknown,Smoker,Single,,Level,Long Term,,ULIP,Unknown,23,0.061,130.65,Error,EUR
POL00323,2149.18,235737,0,C,60,49,75,Unknown,Smoker,Joint,,Mixed,Undefined,Rider,Whole Life,New,4,0.073,233.47,Special,USD
POL00324,1758.72,162761,0.006,B,41,55,74,Male,Smoker,Single,No,Level,Short Term,,Whole Life,New,3,0.123,12.88,Error,EUR
POL00325,3664.17,256593,0.019,D,36,27,77,Female,Unknown,Single,Yes,Mixed,Undefined,,ULIP,Terminated,22,0.065,499.79,Error,GBP
POL00326,3961.67,301358,0.013,B,58,35,69,Male,Smoker,Joint,No,Level,Long Term,Main,Whole Life,Terminated,11,0.095,489.91,Special,USD
POL00327,4563.58,423312,0.009,C,26,50,79,Other,Non-Smoker,,,Mixed,Undefined,Main,Whole Life,Unknown,3,0.054,397.55,Special,USD
POL00328,1530.95,200640,0.043,,34,44,72,Female,Non-Smoker,Single,No,Level,Short Term,Main,Whole Life,Unknown,5,0.095,227.34,Special,EUR
POL00329,3957.87,370025,0.026,B,25,34,61,Other,Smoker,Joint,No,Mixed,Long Term,Main,Other,New,2,0.063,149.55,Error,USD
POL00330,3366.01,182678,0.017,A,57,52,69,Female,Smoker,,,Level,Long Term,,Other,Unknown,10,0.122,327.29,Standard,EUR
POL00331,2219.81,203661,0.017,,20,61,67,Female,Smoker,,,Increasing,Long Term,,ULIP,Unknown,26,0.086,435.16,Error,USD
POL00332,2587.01,468584,0.022,C,29,43,70,Female,Smoker,,No,Mixed,Undefined,Main,Endowment,New,2,0.093,431.89,Special,INR
POL00333,4747.88,58377,0.029,A,34,59,80,Male,Smoker,,No,Mixed,Short Term,,Whole Life,Continuing,24,0.079,351.42,Special,USD
POL00334,2438.31,132662,0.026,D,53,48,68,Other,Non-Smoker,,Yes,Increasing,Short Term,Rider,Whole Life,Terminated,22,0.127,465.62,Special,GBP
POL00335,1788.9,113895,0.021,D,29,41,72,Male,Unknown,Single,Yes,Mixed,Short Term,Rider,Whole Life,Terminated,24,0.132,245.09,Special,USD
POL00336,4376.13,481962,0.005,A,28,53,61,Female,Non-Smoker,,No,Increasing,Long Term,Rider,ULIP,Terminated,21,0.133,412.37,Error,GBP
POL00337,1486.35,426030,0.006,B,60,58,73,Female,Smoker,Joint,No,Level,Short Term,Rider,Other,New,4,0.135,106.62,Standard,GBP
POL00338,2976.9,287643,0.034,A,22,39,74,Male,Unknown,Single,No,Mixed,Long Term,Main,ULIP,Unknown,19,0.114,221.83,Standard,INR
POL00339,1599.52,166624,0.017,B,59,62,64,Male,Smoker,Single,Yes,Mixed,Undefined,Rider,Endowment,Terminated,21,0.06,64.08,Special,GBP
POL00340,2045.41,264159,0.019,A,43,39,78,,Smoker,Single,,Level,Long Term,,Whole Life,Continuing,29,0.092,239.01,Special,USD
POL00341,2848.1,426816,0.006,A,49,28,74,Male,Unknown,Joint,Yes,Level,Long Term,Main,ULIP,Terminated,9,0.087,359.54,Standard,USD
POL00342,4908.6,101179,0.049,,28,34,66,Male,Smoker,,No,Level,Undefined,,Endowment,Terminated,20,0.09,452.9,Standard,EUR
POL00343,4340.68,413400,0.039,B,55,34,67,Other,Non-Smoker,Single,,Increasing,Long Term,,Endowment,New,16,0.119,348.89,Standard,USD
POL00344,4929.21,291340,0.019,B,51,31,69,Unknown,Smoker,Single,Yes,Increasing,Undefined,,Term,Continuing,11,0.115,298.65,Standard,GBP
POL00345,1284.06,329004,0.002,,39,25,80,Female,Unknown,Single,,Increasing,Undefined,Rider,Endowment,Unknown,22,0.139,291.13,Special,GBP
POL00346,1685.03,144207,0.047,C,30,50,76,Male,Smoker,Single,,Level,Long Term,Main,Whole Life,Unknown,13,0.097,240.25,Special,EUR
POL00347,2985.03,373747,0.018,B,35,61,61,Male,Unknown,Joint,Yes,Mixed,Short Term,Main,Whole Life,Terminated,2,0.074,157.2,Error,INR
POL00348,4368.69,496385,0.039,A,52,23,63,Male,Unknown,,,Level,Long Term,Rider,Term,Terminated,20,0.098,464.91,Standard,EUR
POL00349,2861.31,411698,0.03,B,28,24,69,,Non-Smoker,,Yes,Level,Long Term,Main,Whole Life,New,3,0.112,174.95,Error,EUR
POL00350,4111.63,178733,0.024,A,33,62,61,,Unknown,Single,No,Mixed,Short Term,Main,Endowment,Unknown,6,0.131,397.1,Special,USD
POL00351,3637.56,66696,0.011,,37,24,75,Other,Non-Smoker,Joint,,Increasing,Long Term,Main,Term,Terminated,28,0.085,160.53,Error,GBP
POL00352,3545.68,331436,0.01,C,39,21,70,Unknown,Non-Smoker,Joint,No,Level,Undefined,,Other,New,10,0.117,210.48,Error,INR
POL00353,4190.91,286447,0.015,B,26,37,69,Unknown,Non-Smoker,Single,No,Level,Undefined,Main,Term,Continuing,10,0.068,445.21,Standard,INR
POL00354,3631.38,292642,0.047,B,51,31,67,Female,Non-Smoker,Single,,Mixed,Long Term,,Endowment,New,16,0.083,336.04,Special,EUR
POL00355,4952.52,125428,0.043,D,51,59,79,Male,Non-Smoker,Joint,No,Increasing,Short Term,Rider,Other,New,4,0.11,236.55,Error,INR
POL00356,4517.99,363452,0.009,D,29,63,65,,Non-Smoker,Joint,No,Increasing,Short Term,Main,Other,Continuing,30,0.112,231.95,Error,EUR
POL00357,1389.92,137759,0.011,C,55,48,68,,Smoker,Joint,Yes,Mixed,Undefined,Main,Whole Life,New,10,0.134,302.41,Error,GBP
POL00358,4740.6,110948,0.045,B,46,22,75,Male,Unknown,,No,Increasing,Long Term,Main,Term,New,27,0.131,402.25,Error,EUR
POL00359,3765.38,408675,0.01,D,56,39,66,Female,Unknown,Joint,No,Mixed,Undefined,Main,Term,New,26,0.069,399.85,Special,INR
POL00360,1309.84,74915,0.025,,49,57,77,,Smoker,Single,Yes,Level,Short Term,,Term,Unknown,8,0.132,1.56,Standard,USD
POL00361,2935.88,65062,0.037,A,21,21,78,Male,Unknown,Joint,No,Increasing,Short Term,,Whole Life,Unknown,15,0.115,79.55,Standard,EUR
POL00362,2783.47,440622,0.004,,52,48,74,Unknown,Unknown,Joint,,Mixed,Long Term,Rider,Whole Life,New,27,0.094,337.95,Error,EUR
